png_path,angle
../basep/raw/png_ref/1126-29744860.png,24
../basep/raw/png_lat/665-105491889.png,24
../basep/raw/png_ref/2722-89632381.png,24
../basep/raw/png_ref/632-46503175.png,1
../basep/raw/png_lat/984-105722155.png,24
../basep/raw/png_lat/1712-106747364.png,10
../basep/raw/png_lat/1223-105935598.png,3
../basep/raw/png_ref/2129-79297157.png,0
../basep/raw/png_ref/1676-71607980.png,13
../basep/raw/png_ref/2695-50183844.png,4
../basep/raw/png_ref/453-101027912.png,5
../basep/raw/png_ref/2213-17923828.png,13
../basep/raw/png_lat/669-105498700.png,13
../basep/raw/png_ref/554-51396605.png,23
../basep/raw/png_lat/2261-107286120.png,13
../basep/raw/png_lat/1611-106670435.png,27
../basep/raw/png_lat/508-105385562.png,13
../basep/raw/png_ref/1858-29050576.png,13
../basep/raw/png_lat/134-105068245.png,26
../basep/raw/png_ref/2045-48094564.png,21
../basep/raw/png_ref/656-97505614.png,10
../basep/raw/png_lat/611-105461923.png,4
../basep/raw/png_lat/2254-107283071.png,15
../basep/raw/png_lat/1358-106129497.png,23
../basep/raw/png_lat/2687-107688205.png,8
../basep/raw/png_lat/1750-106790976.png,26
../basep/raw/png_lat/1580-106623955.png,17
../basep/raw/png_ref/1115-63364042.png,26
../basep/raw/png_ref/2016-11540279.png,21
../basep/raw/png_lat/2405-107377370.png,17
../basep/raw/png_lat/1244-105958143.png,24
../basep/raw/png_lat/1360-106146614.png,2
../basep/raw/png_ref/1771-54020963.png,3
../basep/raw/png_lat/546-105416338.png,17
../basep/raw/png_lat/1822-106864923.png,24
../basep/raw/png_ref/892-56378731.png,29
../basep/raw/png_lat/1484-106442444.png,11
../basep/raw/png_lat/759-105564338.png,5
../basep/raw/png_lat/2562-107543386.png,2
../basep/raw/png_lat/1056-105771626.png,14
../basep/raw/png_lat/2456-107459923.png,30
../basep/raw/png_lat/2465-107474029.png,5
../basep/raw/png_lat/2000-107022676.png,13
../basep/raw/png_ref/2056-25705696.png,21
../basep/raw/png_ref/782-72639607.png,12
../basep/raw/png_ref/2135-80966821.png,6
../basep/raw/png_ref/1939-89604894.png,4
../basep/raw/png_ref/1616-20533670.png,17
../basep/raw/png_ref/436-84049193.png,30
../basep/raw/png_ref/523-53211339.png,28
../basep/raw/png_ref/501-70191332.png,7
../basep/raw/png_ref/1497-76265561.png,12
../basep/raw/png_ref/2018-63950517.png,15
../basep/raw/png_lat/761-105565210.png,12
../basep/raw/png_lat/883-105655740.png,8
../basep/raw/png_ref/2673-66577092.png,11
../basep/raw/png_ref/1001-102672332.png,26
../basep/raw/png_lat/879-105655047.png,22
../basep/raw/png_ref/377-93600610.png,15
../basep/raw/png_ref/1363-54505996.png,28
../basep/raw/png_lat/108-105063043.png,17
../basep/raw/png_lat/1847-106884149.png,8
../basep/raw/png_lat/2309-107292663.png,30
../basep/raw/png_lat/1401-106250634.png,22
../basep/raw/png_ref/581-52818258.png,4
../basep/raw/png_ref/1986-65083697.png,24
../basep/raw/png_lat/169-105107364.png,0
../basep/raw/png_lat/482-105365004.png,2
../basep/raw/png_ref/52-99138358.png,21
../basep/raw/png_ref/1528-88869614.png,10
../basep/raw/png_lat/1711-106747353.png,27
../basep/raw/png_ref/109-69698738.png,12
../basep/raw/png_ref/1610-93310621.png,19
../basep/raw/png_ref/906-57058433.png,10
../basep/raw/png_lat/280-105200741.png,1
../basep/raw/png_ref/1270-59834830.png,7
../basep/raw/png_lat/1022-105749562.png,15
../basep/raw/png_lat/2145-107159032.png,23
../basep/raw/png_ref/134-66275630.png,13
../basep/raw/png_ref/1801-63241475.png,30
../basep/raw/png_lat/2018-107051363.png,6
../basep/raw/png_lat/2548-107519804.png,13
../basep/raw/png_ref/2692-50183848.png,14
../basep/raw/png_lat/336-105269376.png,16
../basep/raw/png_ref/1486-76460678.png,8
../basep/raw/png_lat/2266-107286577.png,13
../basep/raw/png_ref/123-53138208.png,13
../basep/raw/png_ref/1913-90553878.png,2
../basep/raw/png_ref/2074-61624758.png,10
../basep/raw/png_lat/669-105498700.png,29
../basep/raw/png_ref/1893-79181420.png,13
../basep/raw/png_ref/2125-65198036.png,25
../basep/raw/png_ref/1376-60985473.png,5
../basep/raw/png_lat/1233-105950475.png,24
../basep/raw/png_ref/140-76784647.png,21
../basep/raw/png_lat/2467-107474191.png,6
../basep/raw/png_lat/2144-107158981.png,25
../basep/raw/png_ref/643-32335256.png,9
../basep/raw/png_lat/1976-107008853.png,17
../basep/raw/png_lat/1654-106723013.png,9
../basep/raw/png_lat/2548-107519804.png,10
../basep/raw/png_lat/2635-107602010.png,10
../basep/raw/png_ref/1118-79619740.png,14
../basep/raw/png_lat/157-105085939.png,29
../basep/raw/png_lat/2659-107618773.png,15
../basep/raw/png_lat/872-105653697.png,8
../basep/raw/png_ref/1668-56357112.png,25
../basep/raw/png_lat/1771-106799562.png,1
../basep/raw/png_ref/1678-50645103.png,6
../basep/raw/png_lat/477-105362589.png,23
../basep/raw/png_ref/2461-67227668.png,4
../basep/raw/png_lat/1643-106702943.png,24
../basep/raw/png_ref/2716-54342269.png,11
../basep/raw/png_lat/1337-106086855.png,5
../basep/raw/png_ref/1516-59060045.png,23
../basep/raw/png_lat/295-105221141.png,20
../basep/raw/png_lat/754-105562347.png,11
../basep/raw/png_lat/784-105586280.png,28
../basep/raw/png_ref/2375-40026244.png,9
../basep/raw/png_ref/2135-80966821.png,17
../basep/raw/png_ref/602-19806100.png,29
../basep/raw/png_lat/1611-106670435.png,12
../basep/raw/png_ref/702-59881554.png,26
../basep/raw/png_ref/1854-56796523.png,24
../basep/raw/png_lat/511-105385756.png,15
../basep/raw/png_ref/180-61863879.png,10
../basep/raw/png_lat/140-105070508.png,2
../basep/raw/png_ref/336-78996217.png,8
../basep/raw/png_ref/551-77188530.png,26
../basep/raw/png_lat/1729-106762270.png,6
../basep/raw/png_ref/1224-91986490.png,18
../basep/raw/png_ref/1715-34632313.png,2
../basep/raw/png_lat/1420-106273531.png,5
../basep/raw/png_ref/2529-67760776.png,7
../basep/raw/png_ref/110-72985630.png,22
../basep/raw/png_lat/739-105558950.png,16
../basep/raw/png_ref/898-67833808.png,12
../basep/raw/png_lat/2014-107046211.png,23
../basep/raw/png_lat/736-105545519.png,0
../basep/raw/png_lat/2176-107179878.png,13
../basep/raw/png_lat/1597-106645559.png,17
../basep/raw/png_ref/1502-83978260.png,11
../basep/raw/png_lat/2307-107292307.png,18
../basep/raw/png_lat/422-105315767.png,30
../basep/raw/png_ref/38-47828758.png,25
../basep/raw/png_lat/64-105018027.png,10
../basep/raw/png_lat/958-105700891.png,10
../basep/raw/png_ref/584-49511596.png,5
../basep/raw/png_ref/270-103322620.png,12
../basep/raw/png_lat/198-105147313.png,18
../basep/raw/png_lat/994-105725236.png,1
../basep/raw/png_lat/2560-107542898.png,25
../basep/raw/png_ref/927-94975047.png,17
../basep/raw/png_ref/6-46092728.png,12
../basep/raw/png_lat/376-105292953.png,27
../basep/raw/png_ref/1963-79039406.png,12
../basep/raw/png_ref/2535-65636971.png,16
../basep/raw/png_ref/1449-82198683.png,14
../basep/raw/png_ref/2714-48836934.png,2
../basep/raw/png_ref/201-70629452.png,10
../basep/raw/png_lat/701-105513873.png,8
../basep/raw/png_lat/1643-106702943.png,11
../basep/raw/png_lat/469-105360936.png,25
../basep/raw/png_ref/1243-29921864.png,29
../basep/raw/png_lat/1445-106340069.png,21
../basep/raw/png_ref/573-64059044.png,23
../basep/raw/png_lat/1442-106325427.png,27
../basep/raw/png_ref/183-57851673.png,6
../basep/raw/png_ref/1748-63746115.png,1
../basep/raw/png_ref/36-51551661.png,18
../basep/raw/png_ref/571-74507765.png,16
../basep/raw/png_lat/1281-106037206.png,21
../basep/raw/png_ref/683-62719050.png,9
../basep/raw/png_lat/517-105388335.png,24
../basep/raw/png_lat/276-105199888.png,0
../basep/raw/png_ref/1806-71689739.png,23
../basep/raw/png_lat/2004-107023623.png,16
../basep/raw/png_ref/1517-59060044.png,1
../basep/raw/png_ref/1637-71427107.png,2
../basep/raw/png_ref/1441-105182493.png,27
../basep/raw/png_lat/272-105199337.png,6
../basep/raw/png_ref/1535-60025962.png,30
../basep/raw/png_lat/1801-106842318.png,7
../basep/raw/png_ref/1655-63180970.png,28
../basep/raw/png_ref/2621-58654033.png,23
../basep/raw/png_lat/226-105163201.png,22
../basep/raw/png_ref/2091-7787833.png,13
../basep/raw/png_lat/53-105012323.png,26
../basep/raw/png_lat/2135-107133230.png,24
../basep/raw/png_ref/968-48290364.png,29
../basep/raw/png_ref/1660-81985070.png,24
../basep/raw/png_ref/116-61937657.png,20
../basep/raw/png_lat/380-105293629.png,9
../basep/raw/png_lat/1034-105769496.png,15
../basep/raw/png_lat/229-105163807.png,21
../basep/raw/png_ref/2592-60025788.png,15
../basep/raw/png_ref/26-91858599.png,10
../basep/raw/png_lat/680-105500333.png,8
../basep/raw/png_ref/1646-81897841.png,5
../basep/raw/png_ref/1759-82186869.png,22
../basep/raw/png_lat/1454-106388654.png,6
../basep/raw/png_ref/1506-79143882.png,23
../basep/raw/png_lat/1200-105905059.png,1
../basep/raw/png_ref/507-59082626.png,12
../basep/raw/png_ref/1856-49975407.png,23
../basep/raw/png_lat/342-105271947.png,26
../basep/raw/png_lat/1822-106864923.png,27
../basep/raw/png_ref/350-45327124.png,26
../basep/raw/png_ref/725-98729284.png,24
../basep/raw/png_lat/274-105199500.png,22
../basep/raw/png_lat/53-105012323.png,9
../basep/raw/png_lat/1107-105812022.png,27
../basep/raw/png_ref/2670-65980340.png,13
../basep/raw/png_ref/584-49511596.png,12
../basep/raw/png_ref/1112-63944362.png,25
../basep/raw/png_lat/776-105585061.png,4
../basep/raw/png_lat/1769-106799389.png,29
../basep/raw/png_ref/1202-57042149.png,22
../basep/raw/png_ref/871-94302493.png,6
../basep/raw/png_lat/50-105000550.png,10
../basep/raw/png_lat/891-105656455.png,14
../basep/raw/png_lat/2501-107503243.png,3
../basep/raw/png_ref/689-64992114.png,20
../basep/raw/png_lat/470-105360957.png,15
../basep/raw/png_ref/1505-74661415.png,15
../basep/raw/png_ref/2005-65197817.png,14
../basep/raw/png_ref/141-69570430.png,6
../basep/raw/png_ref/1907-40239447.png,24
../basep/raw/png_lat/505-105385084.png,11
../basep/raw/png_ref/1116-63364042.png,25
../basep/raw/png_lat/400-105313712.png,11
../basep/raw/png_ref/1173-93747155.png,26
../basep/raw/png_ref/515-50023285.png,13
../basep/raw/png_ref/1107-44974595.png,13
../basep/raw/png_ref/1728-44810340.png,9
../basep/raw/png_ref/1782-19477309.png,3
../basep/raw/png_lat/142-105081596.png,26
../basep/raw/png_lat/879-105655047.png,27
../basep/raw/png_lat/1875-106920246.png,24
../basep/raw/png_ref/2111-105251687.png,2
../basep/raw/png_lat/583-105431841.png,28
../basep/raw/png_lat/1019-105749286.png,9
../basep/raw/png_lat/773-105584320.png,21
../basep/raw/png_lat/1860-106903553.png,3
../basep/raw/png_ref/1466-57599690.png,28
../basep/raw/png_ref/2133-97782140.png,3
../basep/raw/png_ref/326-40182666.png,0
../basep/raw/png_ref/1592-40288154.png,30
../basep/raw/png_ref/2385-77875289.png,18
../basep/raw/png_lat/1888-106923381.png,18
../basep/raw/png_ref/800-98046383.png,22
../basep/raw/png_ref/1683-98975188.png,8
../basep/raw/png_ref/2499-53033442.png,11
../basep/raw/png_ref/1989-35975692.png,0
../basep/raw/png_lat/518-105388786.png,19
../basep/raw/png_lat/2031-107052917.png,19
../basep/raw/png_lat/2527-107515446.png,5
../basep/raw/png_ref/1761-41131670.png,13
../basep/raw/png_ref/1400-23867500.png,14
../basep/raw/png_ref/2634-79910178.png,23
../basep/raw/png_ref/2300-24115709.png,16
../basep/raw/png_ref/1811-71689740.png,0
../basep/raw/png_lat/196-105145077.png,25
../basep/raw/png_lat/430-105320429.png,3
../basep/raw/png_ref/881-49397273.png,25
../basep/raw/png_ref/2386-29257446.png,4
../basep/raw/png_lat/1193-105892358.png,5
../basep/raw/png_lat/1198-105903006.png,18
../basep/raw/png_ref/1767-50239480.png,3
../basep/raw/png_lat/1297-106061477.png,9
../basep/raw/png_lat/1086-105790600.png,30
../basep/raw/png_lat/2191-107196983.png,8
../basep/raw/png_ref/1985-104850895.png,9
../basep/raw/png_ref/1265-2226105.png,14
../basep/raw/png_ref/1258-47502048.png,20
../basep/raw/png_lat/42-104996981.png,25
../basep/raw/png_lat/1244-105958143.png,23
../basep/raw/png_ref/1433-56971476.png,1
../basep/raw/png_ref/955-3620718.png,12
../basep/raw/png_lat/2482-107495262.png,6
../basep/raw/png_lat/1552-106600586.png,13
../basep/raw/png_ref/1334-91245887.png,25
../basep/raw/png_lat/1870-106905165.png,7
../basep/raw/png_lat/1069-105773542.png,0
../basep/raw/png_lat/255-105183217.png,28
../basep/raw/png_ref/2232-60232244.png,29
../basep/raw/png_ref/1610-93310621.png,27
../basep/raw/png_ref/952-60774195.png,14
../basep/raw/png_ref/2329-79546600.png,13
../basep/raw/png_lat/1846-106883161.png,25
../basep/raw/png_lat/1099-105808076.png,29
../basep/raw/png_lat/347-105272713.png,14
../basep/raw/png_ref/1320-61280318.png,17
../basep/raw/png_ref/2348-91547151.png,9
../basep/raw/png_ref/780-40322576.png,21
../basep/raw/png_lat/2468-107474193.png,16
../basep/raw/png_lat/672-105499362.png,14
../basep/raw/png_lat/441-105336650.png,28
../basep/raw/png_lat/1764-106797767.png,6
../basep/raw/png_lat/2586-107559828.png,4
../basep/raw/png_lat/1226-105936446.png,8
../basep/raw/png_ref/1504-66598544.png,27
../basep/raw/png_lat/172-105108068.png,24
../basep/raw/png_ref/1512-60391510.png,28
../basep/raw/png_ref/1819-79238240.png,30
../basep/raw/png_ref/2239-67025407.png,4
../basep/raw/png_lat/2552-107540021.png,19
../basep/raw/png_lat/326-105245299.png,12
../basep/raw/png_ref/2709-22778850.png,4
../basep/raw/png_lat/1242-105956786.png,2
../basep/raw/png_ref/269-79035336.png,10
../basep/raw/png_ref/174-57841144.png,4
../basep/raw/png_lat/963-105701801.png,6
../basep/raw/png_ref/1724-28436428.png,24
../basep/raw/png_ref/1112-63944362.png,19
../basep/raw/png_ref/915-39555570.png,2
../basep/raw/png_lat/2382-107357401.png,16
../basep/raw/png_lat/770-105584111.png,17
../basep/raw/png_lat/1446-106340210.png,3
../basep/raw/png_ref/2466-77660171.png,5
../basep/raw/png_ref/666-25139763.png,9
../basep/raw/png_ref/1922-11540278.png,30
../basep/raw/png_lat/486-105369214.png,25
../basep/raw/png_lat/2677-107652129.png,26
../basep/raw/png_lat/36-104979858.png,2
../basep/raw/png_ref/1524-94042384.png,10
../basep/raw/png_ref/2494-66039173.png,6
../basep/raw/png_lat/124-105066845.png,14
../basep/raw/png_ref/49-77953217.png,1
../basep/raw/png_ref/247-16740937.png,16
../basep/raw/png_lat/245-105166858.png,20
../basep/raw/png_lat/1379-106208273.png,30
../basep/raw/png_ref/378-80202345.png,20
../basep/raw/png_lat/2398-107373597.png,28
../basep/raw/png_ref/510-29193369.png,29
../basep/raw/png_lat/2251-107272044.png,18
../basep/raw/png_ref/1656-63180968.png,25
../basep/raw/png_lat/2359-107334659.png,1
../basep/raw/png_ref/2609-49148484.png,13
../basep/raw/png_ref/1174-48590641.png,8
../basep/raw/png_ref/2488-79661333.png,24
../basep/raw/png_ref/2055-75979500.png,19
../basep/raw/png_lat/836-105631572.png,26
../basep/raw/png_lat/2189-107196018.png,8
../basep/raw/png_ref/143-15890752.png,19
../basep/raw/png_ref/1114-70468559.png,8
../basep/raw/png_lat/2092-107081744.png,14
../basep/raw/png_lat/2261-107286120.png,28
../basep/raw/png_lat/2355-107330650.png,29
../basep/raw/png_ref/460-74873390.png,7
../basep/raw/png_ref/1340-59337790.png,9
../basep/raw/png_lat/2555-107540625.png,12
../basep/raw/png_lat/886-105655823.png,25
../basep/raw/png_lat/988-105723393.png,25
../basep/raw/png_lat/2488-107497766.png,22
../basep/raw/png_ref/1553-95997343.png,26
../basep/raw/png_lat/563-105418269.png,12
../basep/raw/png_ref/643-32335256.png,3
../basep/raw/png_ref/366-52586376.png,0
../basep/raw/png_lat/1534-106542379.png,2
../basep/raw/png_ref/1614-91886831.png,4
../basep/raw/png_ref/2722-89632381.png,17
../basep/raw/png_ref/1840-70774726.png,17
../basep/raw/png_lat/1024-105749674.png,9
../basep/raw/png_ref/668-25139768.png,14
../basep/raw/png_ref/751-56928984.png,0
../basep/raw/png_ref/6-46092728.png,7
../basep/raw/png_ref/999-66559624.png,27
../basep/raw/png_lat/661-105490010.png,11
../basep/raw/png_lat/1624-106696827.png,29
../basep/raw/png_ref/288-47870628.png,5
../basep/raw/png_ref/1955-100838702.png,23
../basep/raw/png_lat/1987-107010163.png,30
../basep/raw/png_ref/1843-66514793.png,1
../basep/raw/png_ref/2715-48836934.png,13
../basep/raw/png_ref/1298-57995166.png,10
../basep/raw/png_ref/1131-63034325.png,27
../basep/raw/png_ref/942-39324324.png,0
../basep/raw/png_lat/685-105505956.png,4
../basep/raw/png_lat/2006-107024336.png,4
../basep/raw/png_lat/1611-106670435.png,19
../basep/raw/png_lat/679-105500158.png,1
../basep/raw/png_lat/1533-106528813.png,10
../basep/raw/png_ref/1312-66109416.png,30
../basep/raw/png_lat/1320-106081841.png,12
../basep/raw/png_ref/604-54207678.png,23
../basep/raw/png_lat/524-105391728.png,16
../basep/raw/png_lat/1480-106440764.png,26
../basep/raw/png_lat/1022-105749562.png,25
../basep/raw/png_lat/148-105082414.png,6
../basep/raw/png_lat/2110-107107626.png,11
../basep/raw/png_lat/678-105500157.png,12
../basep/raw/png_lat/2006-107024336.png,2
../basep/raw/png_ref/52-99138358.png,0
../basep/raw/png_ref/1993-76463410.png,28
../basep/raw/png_ref/283-94869123.png,9
../basep/raw/png_lat/1261-105977197.png,7
../basep/raw/png_ref/1395-73159063.png,25
../basep/raw/png_ref/2351-42052587.png,27
../basep/raw/png_ref/1063-49912653.png,15
../basep/raw/png_lat/1643-106702943.png,13
../basep/raw/png_lat/2450-107456332.png,26
../basep/raw/png_ref/580-52818257.png,8
../basep/raw/png_ref/1250-78785882.png,30
../basep/raw/png_lat/2382-107357401.png,6
../basep/raw/png_ref/131-78494394.png,23
../basep/raw/png_lat/1088-105791564.png,11
../basep/raw/png_ref/1485-84535663.png,25
../basep/raw/png_lat/2532-107515950.png,8
../basep/raw/png_lat/824-105629722.png,5
../basep/raw/png_ref/1960-57449479.png,13
../basep/raw/png_lat/40-104995989.png,21
../basep/raw/png_lat/2116-107121253.png,7
../basep/raw/png_ref/2671-74408232.png,15
../basep/raw/png_lat/2104-107101032.png,23
../basep/raw/png_ref/2053-70129975.png,29
../basep/raw/png_ref/950-47347926.png,25
../basep/raw/png_lat/1768-106799090.png,3
../basep/raw/png_lat/1923-106948944.png,6
../basep/raw/png_lat/422-105315767.png,11
../basep/raw/png_lat/820-105629275.png,20
../basep/raw/png_lat/160-105101003.png,18
../basep/raw/png_lat/1990-107012241.png,15
../basep/raw/png_ref/1515-72941797.png,18
../basep/raw/png_ref/1961-57449484.png,27
../basep/raw/png_lat/995-105725357.png,22
../basep/raw/png_lat/2162-107175796.png,17
../basep/raw/png_lat/1433-106318007.png,9
../basep/raw/png_lat/1797-106841050.png,9
../basep/raw/png_lat/87-105024952.png,0
../basep/raw/png_ref/2260-19633232.png,25
../basep/raw/png_lat/1825-106865782.png,15
../basep/raw/png_lat/1129-105834483.png,12
../basep/raw/png_ref/858-58426476.png,23
../basep/raw/png_lat/762-105565351.png,8
../basep/raw/png_lat/359-105286195.png,19
../basep/raw/png_lat/2282-107289457.png,12
../basep/raw/png_lat/1158-105867565.png,19
../basep/raw/png_lat/1135-105835013.png,30
../basep/raw/png_ref/1352-57799130.png,13
../basep/raw/png_ref/2552-53551468.png,23
../basep/raw/png_lat/1598-106645560.png,3
../basep/raw/png_ref/2465-43294651.png,9
../basep/raw/png_ref/953-69544121.png,17
../basep/raw/png_lat/2484-107496122.png,20
../basep/raw/png_ref/626-79196783.png,12
../basep/raw/png_ref/2513-92012995.png,5
../basep/raw/png_ref/254-53232688.png,7
../basep/raw/png_ref/1839-56341740.png,11
../basep/raw/png_lat/2386-107367963.png,2
../basep/raw/png_ref/1346-74509966.png,14
../basep/raw/png_lat/1301-106062207.png,14
../basep/raw/png_lat/2454-107458092.png,2
../basep/raw/png_lat/1774-106799938.png,15
../basep/raw/png_lat/153-105083743.png,10
../basep/raw/png_lat/2244-107266758.png,22
../basep/raw/png_lat/1339-106086988.png,14
../basep/raw/png_ref/339-72562355.png,3
../basep/raw/png_ref/1021-59517078.png,7
../basep/raw/png_lat/1957-107003583.png,9
../basep/raw/png_lat/1039-105769968.png,28
../basep/raw/png_lat/1855-106902933.png,15
../basep/raw/png_ref/1047-59482483.png,8
../basep/raw/png_ref/566-40602464.png,19
../basep/raw/png_ref/2111-47465132.png,3
../basep/raw/png_ref/1282-104790374.png,21
../basep/raw/png_ref/1605-59617003.png,0
../basep/raw/png_lat/943-105696865.png,0
../basep/raw/png_ref/2402-19363030.png,17
../basep/raw/png_ref/1432-50257654.png,16
../basep/raw/png_ref/2414-68071135.png,23
../basep/raw/png_ref/844-103466156.png,13
../basep/raw/png_ref/2642-63890021.png,17
../basep/raw/png_lat/2408-107385308.png,16
../basep/raw/png_ref/825-51670731.png,17
../basep/raw/png_ref/158-86613142.png,13
../basep/raw/png_ref/687-105440351.png,2
../basep/raw/png_lat/1586-106626982.png,29
../basep/raw/png_lat/1757-106796934.png,22
../basep/raw/png_ref/1290-58190364.png,10
../basep/raw/png_ref/2413-95323359.png,1
../basep/raw/png_ref/153-79994308.png,11
../basep/raw/png_ref/2529-67760776.png,5
../basep/raw/png_ref/815-44666955.png,20
../basep/raw/png_ref/1842-103872118.png,5
../basep/raw/png_lat/1650-106720514.png,23
../basep/raw/png_ref/2044-69873263.png,20
../basep/raw/png_ref/1333-105234352.png,25
../basep/raw/png_lat/1372-106178477.png,15
../basep/raw/png_lat/2665-107619322.png,11
../basep/raw/png_lat/2215-107203545.png,2
../basep/raw/png_lat/459-105339676.png,14
../basep/raw/png_lat/1577-106623659.png,28
../basep/raw/png_lat/2589-107562361.png,23
../basep/raw/png_ref/186-69809877.png,23
../basep/raw/png_ref/912-80546193.png,8
../basep/raw/png_lat/2123-107128554.png,19
../basep/raw/png_lat/2467-107474191.png,5
../basep/raw/png_ref/861-89110464.png,25
../basep/raw/png_lat/1391-106230969.png,15
../basep/raw/png_ref/1953-100838700.png,17
../basep/raw/png_lat/1942-106986072.png,7
../basep/raw/png_lat/359-105286195.png,13
../basep/raw/png_lat/2259-107285847.png,15
../basep/raw/png_lat/2049-107057903.png,15
../basep/raw/png_lat/237-105164121.png,8
../basep/raw/png_ref/1717-65195447.png,29
../basep/raw/png_lat/1362-106148311.png,26
../basep/raw/png_lat/916-105674740.png,16
../basep/raw/png_ref/2709-22778850.png,30
../basep/raw/png_lat/599-105460496.png,16
../basep/raw/png_ref/1209-79647714.png,27
../basep/raw/png_lat/182-105123091.png,10
../basep/raw/png_lat/755-105562348.png,3
../basep/raw/png_lat/1930-106969886.png,23
../basep/raw/png_ref/565-73806781.png,28
../basep/raw/png_lat/2034-107053981.png,28
../basep/raw/png_ref/2646-53092081.png,30
../basep/raw/png_lat/2355-107330650.png,0
../basep/raw/png_ref/125-19360247.png,3
../basep/raw/png_ref/1044-59776348.png,6
../basep/raw/png_ref/253-50488878.png,23
../basep/raw/png_ref/1969-21755029.png,18
../basep/raw/png_ref/2275-66121216.png,23
../basep/raw/png_lat/1972-107007895.png,15
../basep/raw/png_ref/2443-49722531.png,14
../basep/raw/png_ref/364-75763368.png,0
../basep/raw/png_ref/2153-51498332.png,28
../basep/raw/png_ref/2452-79154775.png,2
../basep/raw/png_lat/850-105635458.png,25
../basep/raw/png_ref/2064-91801389.png,12
../basep/raw/png_lat/344-105272436.png,21
../basep/raw/png_lat/1844-106882528.png,2
../basep/raw/png_lat/1841-106871680.png,18
../basep/raw/png_lat/2537-107516848.png,6
../basep/raw/png_lat/118-105065475.png,19
../basep/raw/png_ref/1626-90273618.png,1
../basep/raw/png_lat/207-105160219.png,23
../basep/raw/png_lat/1712-106747364.png,9
../basep/raw/png_lat/200-105148300.png,4
../basep/raw/png_lat/2024-107052229.png,25
../basep/raw/png_ref/808-48875878.png,10
../basep/raw/png_ref/303-96018941.png,4
../basep/raw/png_ref/1204-89291222.png,4
../basep/raw/png_ref/1667-51995537.png,20
../basep/raw/png_ref/276-61055137.png,26
